GENE	RNAseH-Rep1	RNAseH-Rep2	RNAseH-Rep3	PolyA-Rep3	RZ-Rep1	RZ-Rep2	RZ-Rep3
FBgn0037591		0	0	0	0	0	0	0
FBgn0037592		35.7221	38.6176	37.2045	49.2111	29.494	32.068	34.3765
FBgn0031512		0	0	0	0	0	0	0
FBgn0024973		34.2056	28.8484	33.0816	29.1727	34.3598	33.3874	33.0175
FBgn0037594		0	0	0	0	0	0	0
FBgn0031513		0	0	0	0	0	0.0327778	0
FBgn0005278		453.14	513.551	489.996	508.81	459.965	485.904	466.255
FBgn0266259		0.768057	0.260811	1.05106	0	0.519138	0.293773	0.23259
FBgn0031514		0.804491	0.557456	0.861177	0.831691	0.67719	0.558143	0.901256
FBgn0010575		95.7275	94.1882	107.432	85.2095	44.6273	48.3186	47.1337
FBgn0024975		23.9603	23.0466	23.5646	24.6354	20.0342	20.3562	20.0142
FBgn0031515		0.0980967	0.299715	0.297932	0.266768	0.216937	0.225125	0.218686
FBgn0031516		12.2985	11.07	13.0162	9.81834	9.62264	10.0926	9.36114
FBgn0023197		0.526136	0.119108	0	0.0416485	0.379329	0.268321	0.212439
FBgn0031517		5.26386	6.90924	6.49349	5.9137	6.60949	7.43397	6.2076
FBgn0031518		0.268125	0.22762	0.303572	0.081059	0.0950561	0.21051	0.164759
FBgn0031519		17.2383	17.9205	18.8608	18.7943	19.1614	18.7317	18.8498
FBgn0262820		2.33611	3.29508	3.50985	3.52244	3.78376	4.53988	3.27764
FBgn0027080		132.862	111.431	111.358	113.109	79.3871	82.8204	78.7199
FBgn0262821		1.78663	0.808922	1.42622	0	0.483041	1.36673	0.901739
FBgn0261041		0.172503	0.191031	0.193145	0.151307	0.076318	0.169168	0.141814
FBgn0035400		46.2421	48.1398	47.2587	52.6173	28.4108	33.5411	33.1738
FBgn0027081		154.232	152.525	157.528	159.143	153.872	151.797	158.317
FBgn0000061		0	0	0	0	0	0	0
FBgn0035401		24.7026	25.1066	25.7066	27.3988	25.0103	22.6676	23.952
FBgn0027082		13.5243	12.0185	13.9449	15.8833	14.91	15.5158	13.2386
FBgn0028862		3.50709	3.23769	2.98253	3.17991	1.79636	1.81527	1.94005
FBgn0262823		0	0	0	0	0.125452	0	0.0468387
FBgn0035402		105.545	99.7161	101.412	103.306	99.0972	96.8954	98.9909
FBgn0027083		21.1805	18.8855	17.0836	20.5483	15.1793	13.4741	14.2016
FBgn0000063		35.8587	36.3548	38.1318	43.6098	24.228	25.6031	20.9542
FBgn0028863		0.986454	1.08905	0.903082	0.741282	0.574052	0.590942	0.819206
FBgn0262824		0	0	0	0	0	0	0
FBgn0027084		233.011	204.915	214.415	191.125	211.099	209.037	215.973
FBgn0000064		333.85	286.902	308.337	261.763	145.671	153.471	154.203
FBgn0014464		176.99	151.924	171.823	171.422	111.48	109.982	99.957
FBgn0028864		0.0285233	0	0.0878249	0.0203209	0.0694051	0.0218196	0.051826
FBgn0032381		0.0453443	0.277158	0.0930785	0	0	0.0346873	0.205973
FBgn0027085		34.2013	33.7048	34.6232	32.5375	33.9494	33.3888	35.6213
FBgn0014465		322.099	261.605	271.997	270.671	202.095	199.113	207.404
FBgn0261046		0.116374	0.0899758	0.0427696	0.0882706	0.0477585	0.0478165	0.0757158
FBgn0035405		58.915	57.3194	58.8891	60.8442	52.0641	52.4221	51.4774
FBgn0032382		21.7813	22.5778	23.008	25.6015	25.743	26.0306	28.6949
FBgn0027086		128.074	134.077	124.666	140.481	132.507	140.467	138.427
FBgn0014466		229.261	206.988	210.716	223.596	44.0831	46.0227	36.4615
FBgn0028866		0	0	0	0	0	0	0.0401254
FBgn0262827		0	0	0.227164	0	0	0	0
FBgn0053322		0.20926	0.532942	0.161081	0.223626	0.509188	0.720356	0.285165
FBgn0027087		119.677	110.896	106.607	110.164	128.834	121.317	133.26
FBgn0035407		30.1106	31.2657	29.1418	30.8435	17.4422	17.956	17.2327
FBgn0027088		101.972	99.8842	99.7344	109.123	91.8607	95.443	95.203
FBgn0028868		0	0	0	0	0	0	0
FBgn0261049		29.1943	29.58	28.8704	27.6571	26.8792	29.1838	28.0997
FBgn0032385		0	0	0	0	0	0.094454	0
FBgn0014469		47.3878	50.0179	52.955	59.0267	47.3235	51.2817	46.3274
FBgn0053325		0.095696	0	0.196436	0	0.232855	0.146411	0
FBgn0040705		0	0.286978	0.578257	0.200696	0.228489	0.430995	0.51185
FBgn0035409		0.900115	1.42639	1.02648	0.142505	0.973436	0.765075	0.999463
FBgn0032387		0.243937	0.248503	0.250366	0.0993079	0.254386	0.293238	0.126636
FBgn0266710		0.534622	0	0.365808	0	0.144543	0.545298	0.161899
FBgn0032388		53.2578	49.2604	53.1815	61.2272	46.0807	49.9888	48.0663
FBgn0266711		188.775	230.612	215.545	246.638	208.899	199.267	213.983
FBgn0053329		0.0988351	0	0	0.140827	0.0400822	0.0756066	0.0448952
FBgn0036271		25.4125	26.0148	25.3807	26.6922	28.9776	32.2257	29.0139
FBgn0036272		184.191	188.893	194.192	224.37	175.175	187.766	180.11
FBgn0266717		68.3363	68.8103	66.7722	39.3728	37.9353	43.8188	41.4833
FBgn0036273		15.6313	16.8914	17.861	6.34529	13.074	13.3124	12.3587
FBgn0036274		0	0.0421684	0.0424845	0	0.0335741	0	0
FBgn0266719		16.777	16.9659	16.3427	19.7939	10.5219	13.2928	12.2579
FBgn0263697		55.5031	52.9982	58.4212	61.8029	58.8267	56.5973	55.5911
FBgn0036277		122.274	100.972	103.63	118.569	90.4104	92.1199	95.0952
FBgn0036278		0.361306	0.441682	0.27194	0.377528	0.0586106	0.165834	0.131297
FBgn0036279		28.3365	25.5395	28.1269	25.8327	21.5149	22.3575	22.8447
FBgn0062517		0.249639	1.05033	0.873249	0.66043	0.128126	0.37984	0.221827
FBgn0000520		34.8695	30.9881	31.9706	26.4743	32.5122	32.2	33.9073
FBgn0261501		4.17496	0	2.14249	0	0.84657	1.59687	0.948224
FBgn0041579		0.209175	0.213091	0.322032	0	0	0.240021	0.0950164
FBgn0261502		0	0	0	0	0	0	0
FBgn0032840		0	0.0331775	0	0	0	0	0
FBgn0031060		27.5737	27.4111	28.6686	21.7623	26.0231	24.2691	26.261
FBgn0027544		0.0669394	0.347379	0.0640844	0.0204385	0.0583935	0.105639	0.0260629
FBgn0000524		71.7024	73.6198	74.3372	64.6334	45.1026	48.5864	44.7464
FBgn0052000		65.2205	87.3346	80.6413	95.6655	88.1979	99.9742	92.9087
FBgn0031061		34.3628	30.107	32.8454	31.9875	25.2474	25.1163	24.5975
FBgn0261506		0	0	0.647265	0	0	0	0
FBgn0031062		69.2337	59.5458	72.558	67.3321	76.9768	81.1805	75.9582
FBgn0027546		0	0	0	0	0.0240011	0	0
FBgn0261507		0.229665	0.233964	0.235717	0	0	0	0
FBgn0032843		1.78893	1.69816	1.04323	0.868974	1.08824	1.11968	0.997295
FBgn0027547		92.9411	100.754	95.9836	122.073	102.673	114.335	115.668
FBgn0000527		0.0746194	0.101355	0.102115	0	0.0806977	0.114164	0.0903876
FBgn0261508		0	0.851213	0.857593	0	0.677727	0	0
FBgn0031064		0.0557781	0.0795147	0.125941	0.0635522	0.0361765	0.0341196	0.070927
FBgn0027548		133.941	127.33	133.196	114.21	95.5114	96.4494	97.9235
FBgn0261509		0.675469	0.5269	0.727897	0.227596	0.269356	0.368025	0.324275
FBgn0032845		14.3736	13.5206	12.97	15.8508	16.4517	15.7937	14.3855
FBgn0031065		0.085137	0.173461	0.131071	0.0303272	0.0863175	0.0488459	0.0966822
FBgn0027549		57.0928	56.1112	56.022	64.6543	52.659	55.8849	57.6734
FBgn0000529		0	0	0	0	0.0327586	0	0
FBgn0032846		16.8169	15.4342	14.4487	16.2679	15.8844	16.1869	18.4457
FBgn0031066		390.996	364.139	399.827	403.491	312.44	307.598	297.169
FBgn0052006		0	0	0.0506173	0	0.200006	0.0754537	0.0896088
FBgn0032847		73.3902	69.4523	74.3036	77.003	64.5647	68.6331	61.2503
FBgn0045468		0	0	0	0.0551266	0	0	0
FBgn0032848		32.288	28.0759	28.1619	32.0143	34.4156	32.8916	33.1513
FBgn0031068		56.7368	49.5771	58.0664	50.2534	25.5951	27.9676	25.7356
FBgn0045469		0	0	0	0	0	0	0.0669007
FBgn0032849		65.5218	66.0834	67.1145	72.1585	60.8725	56.2133	54.3082
FBgn0031069		67.3455	62.3064	66.4312	70.7349	29.2158	33.5087	30.9652
FBgn0015790		181.971	209.051	198.456	244.777	199.555	221.438	223.375
FBgn0036730		0.555996	0	0.474104	0.411368	0.655671	0.637986	0.42096
FBgn0015791		94.1317	89.543	84.8256	109.42	30.3656	39.79	34.4181
FBgn0004414		0.408009	2.07823	1.25628	1.4534	0.330933	0.624235	0.370671
FBgn0036731		0.176822	0.0385682	0.155429	0	0.0614151	0	0.206369
FBgn0036732		3.36462	3.98809	4.12657	3.15086	2.14546	2.20154	2.47997
FBgn0015793		31.1095	35.631	36.349	48.5843	13.543	18.6217	15.8877
FBgn0036733		86.6144	82.4576	88.8566	76.1024	84.3731	84.427	81.4076
FBgn0015794		64.0786	75.2936	70.1597	81.5797	99.7257	88.3928	92.3656
FBgn0040250		0.0952331	0	0.0488714	0.0339236	0.0772429	0.145702	0.129777
FBgn0036734		47.491	42.3593	44.2474	41.7287	26.8353	29.5432	27.6127
FBgn0015795		156.737	163.615	170.154	233.098	113.361	122.076	116.635
FBgn0040251		0.0992373	0.20219	0.0509263	0.31815	0.321962	0.493442	0.135234
FBgn0036735		57.6564	69.6219	71.855	83.0706	53.4959	62.557	54.5662
FBgn0004419		1607.68	1881.21	1779.95	2661.17	2074.19	2277.52	2193.27
FBgn0040252		0	0.0947948	0	0	0	0.0355917	0.0845374
FBgn0015797		69.4588	66.2765	70.3682	81.1204	57.2807	63.1917	57.4884
FBgn0040253		0	0	0	0.037675	0	0.0404536	0
FBgn0085190		0.207523	0.634222	0.212992	0	0.16832	0	0.188532
FBgn0036738		0.115665	0.471324	0.593568	0.494423	0.375261	0.469074	0.420321
FBgn0015799		120.111	114.031	121.255	119.925	75.0102	83.0902	81.6061
FBgn0022338		301.825	286.417	300.713	375.392	248.392	249.322	249.18
FBgn0085191		0	0	0	0	0.0394429	0	0
FBgn0040255		0	0.145334	0	0.0338795	0	0.0727564	0
FBgn0085192		70.8623	85.4854	86.3996	133.254	120.173	147.141	134.629
FBgn0040256		0.298522	0.354794	0.357454	0.141784	0.201774	0.190302	0.271203
FBgn0085193		2.88922	1.39589	2.49028	1.15717	1.24375	2.28049	2.69617
FBgn0040257		0	0.427577	0	0.186889	0.255324	0.120404	0.190655
FBgn0266261		0	0	0	0	0	0	0
FBgn0085194		0	0	0	0	0	0	0
FBgn0085195		5.55072	4.82177	3.62536	4.31402	4.91143	5.40422	3.63848
FBgn0040259		29.2898	26.3472	29.1406	34.1487	22.7641	24.9337	24.2004
FBgn0085196		0.158861	0.323669	0	0	0.257702	0	0
FBgn0085197		0	0	0	0	0	0	0
FBgn0024980		5.05699	4.05376	4.84991	5.66992	4.63961	6.8491	5.04609
FBgn0085198		0	0	0	0	0	0	0
FBgn0031520		0.179018	0.182365	0.459333	0.191308	0.217799	0.30812	0.121975
FBgn0085199		0	0	0	0	0	0.444427	0
FBgn0019686		419.132	397.462	386.754	427.093	372.38	400.187	398.323
FBgn0031522		2.17574	1.56306	1.88973	2.27867	2.73722	2.08898	2.18382
FBgn0010583		45.9973	44.5074	44.9547	49.3618	29.8847	35.0141	33.032
FBgn0024983		37.915	35.035	37.4097	36.5982	27.7313	26.3747	29.6252
FBgn0266268		73.026	69.2059	70.0973	78.5668	63.0938	66.1209	64.0894
FBgn0031523		1.84765	2.51262	1.65095	1.96587	2.82753	3.22421	3.55595
FBgn0024984		97.2627	78.8997	89.4954	79.4078	92.6388	82.4277	87.2068
FBgn0024985		35.0987	34.7229	36.4183	28.8285	13.7418	14.5722	14.1897
FBgn0024986		58.5962	55.5559	56.0914	54.8896	55.9972	51.2156	49.9661
FBgn0031526		0.662936	0.385911	0.777607	0.809652	0.460888	0.941814	0.688306
FBgn0024987		68.6567	68.5183	76.3099	61.2705	42.4452	44.3539	40.0067
FBgn0031528		0.308798	0.0449397	0.316936	0.251426	0.500928	0.4387	0.480924
FBgn0024989		1.3454	1.13543	1.4058	0.430032	0.687081	0.674861	0.844563
FBgn0031529		53.7213	61.1925	60.2553	71.1746	39.4363	44.8236	45.2013
FBgn0028870		0	0	0	0	0	0	0
FBgn0027090		100.797	93.427	99.0901	108.896	97.6542	98.8792	99.1202
FBgn0035410		1.21479	0.901412	1.09288	0.758611	0.900159	0.72278	0.708498
FBgn0000071		0	0	0	0	0.0895382	0	0
FBgn0028871		0	0	0	0	0	0	0
FBgn0027091		56.4198	51.8176	55.073	62.5723	57.6961	56.5526	58.0436
FBgn0028872		0.34686	0.201916	0.152572	0.282417	0.281336	0.26534	0.0900336
FBgn0261053		2.9213	2.57179	2.78097	1.88831	2.00966	2.08481	2.11406
FBgn0035412		0.327785	0	0	0	0	0	0
FBgn0027093		76.6618	74.9761	69.4437	82.9351	80.524	79.9962	81.1566
FBgn0261054		0	0	0	0	0	0	0
FBgn0035413		0	0	0	0	0.348501	0	0
FBgn0032390		70.4784	72.9594	64.8447	79.6229	85.2844	78.7778	81.9526
FBgn0027094		158.177	149.802	143.804	146.622	87.2738	95.7912	94.1707
FBgn0261055		0.311362	0	0	0.443649	0	0.238185	0.565737
FBgn0035414		34.5328	37.5453	35.9376	44.1155	34.7273	36.474	33.6419
FBgn0032391		35.4231	28.8486	32.0778	26.9697	34.004	30.0707	33.735
FBgn0000075		10.9381	8.1974	7.83722	7.85409	10.1264	9.36776	10.4039
FBgn0028875		0.03874	0.0789303	0.119283	0.0482994	0.0471326	0.103723	0.0439935
FBgn0027095		126.74	135.338	127.293	164.302	117.759	121.624	119.768
FBgn0262836		0	0	0	0	0	0	0
FBgn0035415		31.6083	42.4191	37.1035	45.577	38.2256	35.3283	33.0145
FBgn0262837		0	0	0.252481	0	0	0	0
FBgn0261057		0	0	0	0	0	0	0
FBgn0046793		0	0	0	0	0.094006	0	0
FBgn0035416		49.843	47.1508	48.4029	44.686	34.429	37.2423	38.1756
FBgn0032393		63.8153	58.0148	60.4115	66.0894	55.1153	55.3156	52.9501
FBgn0000077		35.1144	31.8627	35.7426	35.5391	38.2293	40.8742	41.3068
FBgn0262838		0.382155	0	0	0	0.309963	0.29234	0
FBgn0261058		0	0.169566	0	0.100866	0.114834	0.108305	0
FBgn0053333		0	0	0	0	0	0	0
FBgn0032394		47.5431	53.6255	45.549	43.826	53.2453	49.4113	54.9284
FBgn0000078		0.104109	1.24463e-05	0	0	2.43628e-06	0	0.0940275
FBgn0028878		0	0	0	0	0	0	0
FBgn0262839		0.504101	0.128384	0.388039	0.359138	0.204436	0.289219	0.228984
FBgn0261059		0.363067	0.616438	0.520073	1.89764	0.883443	1.94429	1.09947
FBgn0032395		15.1827	15.4907	14.6725	8.82958	10.2322	11.2841	11.5032
FBgn0000079		0	0.160329	0.269238	0.186889	0.0425516	0.200673	0.286541
FBgn0028879		0.0432374	0.052913	0.0533096	0.0308037	0.0210644	0.0110252	0.026187
FBgn0040715		35.4967	36.9968	41.3306	46.5403	55.0419	49.8017	54.5376
FBgn0032397		101.609	91.9799	95.8	68.1568	63.266	71.5603	68.895
FBgn0266720		60.9136	57.1619	60.1116	76.5939	54.5637	57.0054	56.0259
FBgn0053337		0	0	0	0	0	0	0
FBgn0040717		3.61612	1.63725	2.47428	1.43125	0.65178	0.614722	1.01459
FBgn0032398		79.6679	76.5051	76.6319	86.9815	78.1699	75.5561	74.7094
FBgn0266721		0.273836	0	0	0	0.148071	0.0698261	0.165851
FBgn0040718		11.7884	10.0876	13.067	13.4375	8.03163	6.85355	4.28383
FBgn0039300		2238.89	2374.85	2295.27	2311.22	2438.21	2276.47	2333.18
FBgn0032399		2.20984	2.22626	2.45148	2.65481	1.89783	2.62372	2.16507
FBgn0266722		17.9775	17.3399	12.5626	17.4404	16.9083	19.0193	20.8498
FBgn0053339		0	0	0	0	0	0	0
FBgn0040719		0	0.261876	0.263839	0	1.25102	0	0
FBgn0039301		64.4875	64.1295	60.1405	58.0156	68.0136	62.4179	67.6019
FBgn0266723		25.9305	32.3395	33.0658	40.9782	31.7393	34.9839	34.1227
FBgn0039302		223.3	220.157	228	186.476	135.925	152.299	144.749
FBgn0266724		27.1515	37.6093	31.0748	47.4546	55.1353	58.7247	47.559
FBgn0039303		92.1566	91.3668	98.714	109.979	83.4606	91.2692	91.4474
FBgn0039304		42.6854	48.509	47.3727	51.7976	45.685	48.0251	43.4813
FBgn0030200		0	0	0	0	0	0	0.225107
FBgn0039305		108.272	109.025	102.656	125.948	120.269	122.039	124.488
FBgn0036282		0.484157	0.379399	0.229346	0.344929	0.513526	0.313389	0.304511
FBgn0039306		56.388	57.7319	55.501	64.1754	73.5985	74.8645	74.9768
FBgn0030202		0	0	0	0	0	0	0
FBgn0041581		1.18607	1.97717	1.7284	1.96708	1.26205	2.72194	2.61077
FBgn0039308		2.67003	2.36933	2.33687	2.01245	3.17547	1.95429	2.60428
FBgn0036285		0	0	0	0	0	0	0
FBgn0030204		0.149537	0	0	0.0532676	0	0.114392	0
FBgn0041582		43.1789	40.4001	40.8115	37.3193	19.0112	21.5651	20.7882
FBgn0039309		0.97056	0.589651	0.614809	0.368437	0.988115	0.459236	0.825484
FBgn0036286		48.8801	47.2179	45.3521	53.1916	53.1637	50.4823	52.3056
FBgn0036287		0.319871	0.12533	0.334177	0.368125	0.29936	0.508211	0.402367
FBgn0030206		15.2689	14.8477	13.93	12.9108	12.2281	10.3825	11.1744
FBgn0036288		1.94001	1.97633	1.69247	1.60534	1.41618	1.01835	1.29583
FBgn0030207		0	0.504804	0.217966	0.201732	0.114834	0.379068	0.257246
FBgn0041585		49.504	53.2918	55.2902	66.1196	35.4321	36.7167	36.5073
FBgn0036289		0.331676	0.450513	0.567362	0.55136	0.358694	0.380587	0.451985
FBgn0030208		97.1983	79.9919	86.0751	102.751	57.1103	65.5504	58.8924
FBgn0041588		42.7695	36.8006	39.6855	40.193	43.1184	39.4386	39.0581
FBgn0014930		33.1585	29.1942	31.2984	38.2159	36.0581	35.7646	38.3851
FBgn0027550		0.645429	0.59489	0.346991	0.328446	0.373931	0.470227	0.362987
FBgn0267592		0	0	0	0	0	0	0
FBgn0014931		31.4821	33.9226	30.4934	38.579	34.8204	39.1306	36.2363
FBgn0027552		124.995	127.753	121.19	144.135	99.579	105.507	97.2481
FBgn0000533		54.8133	46.986	52.0722	55.8681	55.6535	53.2328	55.2367
FBgn0027553		40.6725	42.317	36.999	35.2041	41.4269	39.0715	44.4652
FBgn0261514		0	0	0.0756782	0.0262656	0.029903	0.0282028	0
FBgn0045470		0	0	0	0.0527821	0	0	0
FBgn0032850		0.626524	1.23714	0.719885	0.217506	1.13605	0.580425	0.790192
FBgn0031070		36.0961	33.4635	33.7659	29.789	25.3158	25.8815	28.2461
FBgn0027554		27.3366	27.1682	29.123	33.6924	28.4001	30.1903	28.4406
FBgn0045471		0	0	0	0	0	0	0
FBgn0032851		1.16637	0.52809	0.931085	0.092329	0.63069	0.495693	0.941895
FBgn0000535		0.207614	0.480599	0.152197	0.0844849	0.0938526	0.0937075	0.100704
FBgn0000536		41.0514	44.4226	41.6713	52.1043	37.0463	42.9639	40.662
FBgn0027556		7.29669	7.81278	7.46268	6.17674	4.31241	4.08381	4.86229
FBgn0045473		0.147279	0.0750182	0.0755804	0	0	0.0563327	0.0669007
FBgn0032853		0.595145	0.275865	0.277932	0.0643079	0	0.138102	0.0820048
FBgn0045474		1.34635	1.74561	2.19837	0.261596	0.595645	1.21719	0.722765
FBgn0031074		0	0	0	0	0	0	0.129681
FBgn0027558		29.9364	28.8025	28.8225	27.3686	23.1755	22.0664	24.4722
FBgn0045476		0	0	0	0	0	0	0
FBgn0032856		0.0633042	0.193468	0.0649726	0.06765	0.0256728	0.0484263	0
FBgn0052016		80.8216	104.346	103.735	114.811	83.6992	94.4203	85.6272
FBgn0045477		0	0	0	0	0	0	0
FBgn0032857		0	0.0976512	0.249839	0.102437	0.0777489	0.0366642	0.129493
FBgn0031077		10.6767	9.4564	9.79079	6.1573	6.40159	6.04921	6.42226
FBgn0052017		0.400702	0.48682	0.840541	0.739026	0.486315	0.578809	0.651215
FBgn0045478		0	0	0	0	0	0	0
FBgn0032858		21.9186	19.155	21.2621	22.8197	22.3888	24.1682	26.3187
FBgn0031078		74.6265	68.6654	71.4904	56.6224	46.9633	48.6431	50.2349
FBgn0045479		0	0	0	0	0	0	0
FBgn0032859		253.265	292.435	296.784	439.871	279.067	321.724	294.513
FBgn0036740		75.1776	65.5895	73.1131	91.3378	76.6578	77.3968	74.8633
FBgn0036741		35.9378	39.6072	40.4458	30.5843	37.7074	41.2383	41.5256
FBgn0004425		0.256166	0	0.525835	0.547504	0	0	0
FBgn0036742		3.32669	4.43555	4.61944	2.89308	3.33032	3.38266	2.9778
FBgn0022343		263.571	218.614	241.409	253.87	229.2	234.497	238.907
FBgn0004427		0	0	0	0	0.212221	0	0
FBgn0040260		6.37647	8.14402	7.27711	7.25493	7.95084	7.57158	8.04094
FBgn0022344		80.2521	67.4044	69.5386	83.2525	84.3218	81.8041	80.0275
FBgn0004428		0	0	0	0.13733	0	0.147458	0
FBgn0061200		107.486	111.354	118.764	86.1437	54.4397	58.3967	55.8614
FBgn0040261		0	0.0525058	0.0528994	0	0	0	0
FBgn0036745		60.4152	68.566	59.7047	67.1315	72.5287	71.2245	65.2231
FBgn0004429		0	0	0	0	0	0.135009	0.160337
FBgn0040262		1.96271	1.57851	1.48432	2.13424	1.04733	1.46192	1.40771
FBgn0036746		35.1317	37.3002	39.9012	39.7029	16.7963	19.5003	16.2362
FBgn0036747		0	0	0	0.0106302	0.0121023	0	0
FBgn0036749		7.75387	7.06753	7.12051	6.23482	8.49582	8.11683	8.07415
FBgn0022349		182.499	183.254	187.25	166.108	146.025	158.771	150.249
FBgn0040268		43.2564	38.9831	41.3923	39.3404	29.1578	30.806	31.5347
FBgn0061209		225.195	323.886	266.559	2.66179	410.231	625.029	5041.31
FBgn0010590		220.879	244.918	233.961	247.283	271.326	266.895	270.139
FBgn0031530		1.37453	1.30196	1.81724	1.54358	1.30383	1.85346	1.69321
FBgn0010591		84.8108	75.5815	78.9255	80.5477	60.0392	60.7399	61.181
FBgn0024991		57.0221	58.4326	60.4713	70.5572	42.6059	43.513	41.7583
FBgn0031531		0.16645	0	0	0	0	0	0
FBgn0024992		57.3467	54.7838	58.7252	48.3744	57.4443	55.8206	56.6106
FBgn0024993		44.7738	36.9702	40.1317	35.4361	36.2336	35.4159	32.2558
FBgn0031533		0.192954	0.262088	0.198039	0.274934	0.156504	0.344412	0.058432
FBgn0024994		42.3843	44.6852	40.2964	46.1958	42.8902	43.2218	42.026
FBgn0031534		70.8689	82.0658	86.5349	83.6265	84.102	85.7516	85.4353
FBgn0026238		311.646	413.529	370.162	588.539	401.944	460.262	422.256
FBgn0024995		4.11524	4.82253	4.3652	4.51723	4.56324	4.75439	4.42311
FBgn0031535		113.254	121.533	126.805	145.164	119.682	127.958	127.262
FBgn0026239		38.4837	35.0768	37.0714	25.607	15.6854	17.1732	15.5509
FBgn0024996		49.9669	49.2722	49.7353	46.5128	63.9128	61.6391	65.3889
FBgn0031536		21.9269	22.5788	22.5145	22.632	15.4383	17.0873	16.4781
FBgn0024997		0.772917	1.00213	0.612994	0.425504	0.712395	0.86002	0.670267
FBgn0024998		49.8337	44.043	46.1738	44.9072	40.5214	42.2757	38.2906
FBgn0031538		2.17728	2.27491	1.83357	1.47162	2.49048	1.66557	1.72444
FBgn0262840		0.166072	0.169637	0.340898	0	0.404101	0	0.452624
FBgn0261060		0	0	0	0	0	0	0
FBgn0028880		0	0	0	0	0	0	0
FBgn0261061		2.83907	0	1.45694	0	0	0	0
FBgn0035420		33.1766	34.9429	34.646	29.695	26.2632	29.78	27.306
FBgn0022800		0.0801507	0.027217	0.054842	0	0.0433398	0.0204378	0.0728158
FBgn0262842		2.20726	1.2849	0.970897	0.449292	0.511512	2.17093	1.43233
FBgn0035421		59.1812	62.0976	60.6902	69.3926	57.9217	59.2689	60.71
FBgn0262843		0.287194	0.29257	0.589525	0.613819	1.16471	1.53788	1.56547
FBgn0035422		2684.55	2612.21	2700.27	3013.97	1329.12	1386.64	1240.73
FBgn0000083		135.242	117.775	137.031	140.706	162.038	143.71	154.608
FBgn0262844		0	0	0.443577	0	0	0	0.392636
FBgn0261064		43.3065	40.2217	39.1086	46.2161	31.5553	36.1896	33.5671
FBgn0035423		425.842	471.347	439.408	686.057	544.09	578.027	570.971
FBgn0000084		85.626	69.8851	75.9548	71.9383	72.7938	64.8984	75.5628
FBgn0028884		0	0	0	0	0	0	0
FBgn0262845		0	0	0	0	0	0	0
FBgn0261065		49.977	48.5149	46.3874	52.897	49.3054	47.9086	51.484
FBgn0053340		0	0	0	0	0	0	0
FBgn0035424		93.746	96.1846	106.769	64.6066	44.9031	48.2176	45.7666
FBgn0262846		0	0.20787	0	0.145372	0.125452	0	0.0468387
FBgn0053341		0	0	0	0	0	0	0
FBgn0035425		102.819	110.559	110.344	127.35	84.3627	87.8727	88.541
FBgn0028886		2.97651	3.45318	3.09815	4.23491	3.59707	3.35838	3.95261
FBgn0261067		80.2327	76.542	76.3407	90.1118	102.744	103.69	86.0964
FBgn0035426		0.0996043	0.507344	0.306688	0	0	0	0
FBgn0028887		0	0	0	0	0	0	0
FBgn0261068		164.186	179.261	198.03	208.321	218.341	197.4	206.023
FBgn0040723		0	0	0.309185	0.429235	0.244339	0	0
FBgn0035427		4.26545	4.29906	4.26349	5.30229	3.09535	3.20528	3.96506
FBgn0028888		0.0129737	0	0.0133156	0.0184858	0	0.0198492	0
FBgn0035428		0	0	0	0	0	0.0450079	0
FBgn0040725		0.353949	0	0	0	0	0	0
FBgn0035429		0	0.0604367	0	0	0	0	0
FBgn0053346		1.06207	0.998727	0.335404	1.04768	0.728911	0.749965	0.816437
FBgn0040726		0.0215348	0.299448	0.0564922	0.0306842	0.022322	0.0164736	0.100009
FBgn0053348		1.78248	2.11849	1.21964	0	0.84336	1.02267	0.944628
FBgn0039310		2.10951	1.43267	2.75559	1.50289	2.38505	1.56483	2.14876
FBgn0053349		1.25978	1.28336	1.22833	0	0.71526	0.722778	1.25894
FBgn0040729		0	0	0	0	0	0	0
FBgn0039311		12.3885	12.4272	11.0932	13.329	14.7648	15.0374	17.801
FBgn0039312		20.7318	18.7374	19.5266	20.8491	20.8655	20.5978	22.3948
FBgn0039313		28.6615	24.0186	28.1553	30.5694	35.12	33.7215	34.9212
FBgn0036290		76.4519	83.6392	75.3186	103.129	78.8643	89.0671	85.8288
FBgn0036291		17.5093	15.0048	14.2827	16.5678	15.4161	14.1382	11.7672
FBgn0039315		0	0.526025	0.463722	0.183936	0.366464	0.345628	0.117276
FBgn0036292		22.9511	19.6509	21.3526	24.4244	24.6254	26.2565	26.5619
FBgn0039316		0.240962	0.61368	0.370968	0.94418	0.879491	0.783403	0.766186
FBgn0036294		24.6902	21.8325	20.2442	22.0368	23.8141	25.0804	23.3308
FBgn0039319		0.398882	0.677247	1.15995	0.805167	0.862747	0.661127	0.724757
FBgn0030215		1.95887	2.74046	2.31979	0	1.09096	1.03741	0.410677
FBgn0036298		74.3881	62.8215	63.5925	63.9084	71.4541	71.502	72.4956
FBgn0030217		6.69867	6.01187	7.28587	6.21368	5.76478	6.88274	7.16115
FBgn0036299		57.0918	56.855	57.9248	62.1765	45.975	50.1186	47.6315
FBgn0030218		20.1753	21.1098	19.2875	21.5262	18.2902	19.5484	20.4717
